YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2020,2020,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.6,34.6,Data not reported,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q037,VALUE,20,Income,Data not reported,INC,INCNR
2020,2020,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.1,41.1,"Less than $15,000",,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Income,"Less than $15,000",INC,INCLESS15
2020,2020,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,37.3,37.3,"$25,000 - $34,999",,"(38.89037138500049, -77.03196112699965)",PA,PA1,Q047,VALUE,11,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,"$25,000 - $34,999",,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,VALUE,4,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,"Less than $15,000",,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
2020,2020,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,9.5,9.5,"$75,000 or greater",,"(39.360700171000474, -111.58713063499971)",PA,PA1,Q047,VALUE,49,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,34.5,34.5,Data not reported,,"(37.645970271000465, -84.77497104799966)",PA,PA1,Q047,VALUE,21,Income,Data not reported,INC,INCNR
2020,2020,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.3,32.3,Data not reported,,"(35.47203135600046, -97.52107021399968)",PA,PA1,Q047,VALUE,40,Income,Data not reported,INC,INCNR
2020,2020,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.7,33.7,"Less than $15,000",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q037,VALUE,49,Income,"Less than $15,000",INC,INCLESS15
2020,2020,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.4,33.4,"$50,000 - $74,999",,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q037,VALUE,4,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.8,40.8,"$15,000 - $24,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,11,11,"$75,000 or greater",,"(38.34774030000045, -98.20078122699965)",PA,PA1,Q047,VALUE,20,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.7,32.7,"$50,000 - $74,999",,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q037,VALUE,44,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.1,14.1,"$75,000 or greater",,"(38.635790776000476, -92.56630005299968)",PA,PA1,Q047,VALUE,29,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.4,36.4,"$50,000 - $74,999",,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,"$35,000 - $49,999",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q036,VALUE,49,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.2,34.2,Data not reported,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q037,VALUE,38,Income,Data not reported,INC,INCNR
2020,2020,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.6,30.6,"$25,000 - $34,999",,"(42.27687047000046, -72.08269067499964)",PA,PA1,Q047,VALUE,25,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,MN,Minnesota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.9,15.9,"$50,000 - $74,999",,"(46.35564873600049, -94.79420050299967)",PA,PA1,Q047,VALUE,27,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.8,34.8,"$35,000 - $49,999",,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q037,VALUE,23,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.3,25.3,"$35,000 - $49,999",,"(40.13057004800049, -74.27369128799967)",PA,PA1,Q047,VALUE,34,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.8,35.8,"$50,000 - $74,999",,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q037,VALUE,15,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37,37,"$35,000 - $49,999",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.4,38.4,"$50,000 - $74,999",,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q037,VALUE,25,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34,34,"$35,000 - $49,999",,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,VALUE,56,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,44.8,44.8,"Less than $15,000",,"(41.70828019300046, -71.52247031399963)",PA,PA1,Q047,VALUE,44,Income,"Less than $15,000",INC,INCLESS15
2020,2020,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32,32,"$35,000 - $49,999",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,VALUE,33,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.2,31.2,"$35,000 - $49,999",,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q037,VALUE,54,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.7,37.7,"$35,000 - $49,999",,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q037,VALUE,17,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.1,34.1,Data not reported,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q037,VALUE,39,Income,Data not reported,INC,INCNR
2020,2020,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.8,31.8,"Less than $15,000",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Income,"Less than $15,000",INC,INCLESS15
2020,2020,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,27.6,27.6,"Less than $15,000",,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q037,VALUE,28,Income,"Less than $15,000",INC,INCLESS15
2020,2020,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.7,34.7,"$50,000 - $74,999",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q037,VALUE,24,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.6,21.6,"$75,000 or greater",,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.9,39.9,"$75,000 or greater",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,VALUE,46,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.8,29.8,"$25,000 - $34,999",,"(41.6410409880005, -99.36572062299967)",PA,PA1,Q047,VALUE,31,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,45.6,45.6,"$50,000 - $74,999",,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.1,30.1,"$15,000 - $24,999",,"(34.865970280000454, -111.76381127699972)",PA,PA1,Q047,VALUE,4,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,"$75,000 or greater",,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q036,VALUE,47,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.7,29.7,"$50,000 - $74,999",,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.4,20.4,"$50,000 - $74,999",,"(32.745510099000455, -89.53803082499968)",PA,PA1,Q047,VALUE,28,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.6,31.6,"Less than $15,000",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Income,"Less than $15,000",INC,INCLESS15
2020,2020,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.6,40.6,"$15,000 - $24,999",,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q036,VALUE,19,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,43.1,43.1,"Less than $15,000",,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q036,VALUE,29,Income,"Less than $15,000",INC,INCLESS15
2020,2020,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.5,38.5,"Less than $15,000",,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Income,"Less than $15,000",INC,INCLESS15
2020,2020,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,34.4,34.4,Data not reported,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q047,VALUE,5,Income,Data not reported,INC,INCNR
2020,2020,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.2,27.2,"$25,000 - $34,999",,"(44.6613195430005, -84.71439026999968)",PA,PA1,Q047,VALUE,26,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.8,24.8,"$25,000 - $34,999",,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,VALUE,25,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,39.1,39.1,"Less than $15,000",,"(40.48501028300046, -88.99771017799969)",PA,PA1,Q047,VALUE,17,Income,"Less than $15,000",INC,INCLESS15
2020,2020,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.7,24.7,Data not reported,,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Income,Data not reported,INC,INCNR
2020,2020,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.8,32.8,"$15,000 - $24,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q037,VALUE,38,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28,28,"$25,000 - $34,999",,"(34.865970280000454, -111.76381127699972)",PA,PA1,Q047,VALUE,4,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.5,15.5,"$75,000 or greater",,"(31.31266064400046, -92.44568007099969)",PA,PA1,Q047,VALUE,22,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,Data not reported,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Income,Data not reported,INC,INCNR
2020,2020,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.5,33.5,"$15,000 - $24,999",,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,VALUE,42,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,36.4,36.4,"$15,000 - $24,999",,"(40.13057004800049, -74.27369128799967)",PA,PA1,Q047,VALUE,34,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.6,37.6,"Less than $15,000",,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,VALUE,13,Income,"Less than $15,000",INC,INCLESS15
2020,2020,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.4,34.4,"$35,000 - $49,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.1,31.1,"$25,000 - $34,999",,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q047,VALUE,5,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.4,23.4,Data not reported,,"(43.682630005000476, -114.3637300419997)",PA,PA1,Q047,VALUE,16,Income,Data not reported,INC,INCNR
2020,2020,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.4,38.4,"$35,000 - $49,999",,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.1,27.1,Data not reported,,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,VALUE,23,Income,Data not reported,INC,INCNR
2020,2020,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.4,33.4,"$75,000 or greater",,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,VALUE,48,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,WV,West Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,45.5,45.5,"Less than $15,000",,"(38.66551020200046, -80.71264013499967)",PA,PA1,Q047,VALUE,54,Income,"Less than $15,000",INC,INCLESS15
2020,2020,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26,26,"$35,000 - $49,999",,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29,29,Data not reported,,"(40.79373015200048, -77.86070029399963)",PA,PA1,Q047,VALUE,42,Income,Data not reported,INC,INCNR
2020,2020,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.5,31.5,"$25,000 - $34,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q037,VALUE,38,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.9,33.9,Data not reported,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Income,Data not reported,INC,INCNR
2020,2020,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.4,34.4,"$25,000 - $34,999",,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q037,VALUE,51,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.9,20.9,"$50,000 - $74,999",,"(38.635790776000476, -92.56630005299968)",PA,PA1,Q047,VALUE,29,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.9,29.9,"$50,000 - $74,999",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q036,VALUE,49,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35,35,"$50,000 - $74,999",,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.6,37.6,"$75,000 or greater",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,VALUE,33,Income,"$75,000 or greater",INC,INC75PLUS
2020,2020,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.9,22.9,"$50,000 - $74,999",,"(39.008830667000495, -75.57774116799965)",PA,PA1,Q047,VALUE,10,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.7,30.7,"Less than $15,000",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q037,VALUE,16,Income,"Less than $15,000",INC,INCLESS15
2020,2020,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.3,32.3,"$50,000 - $74,999",,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.8,34.8,Data not reported,,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,VALUE,19,Income,Data not reported,INC,INCNR
2020,2020,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,Data not reported,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Income,Data not reported,INC,INCNR
2020,2020,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,33.2,33.2,"$25,000 - $34,999",,"(32.745510099000455, -89.53803082499968)",PA,PA1,Q047,VALUE,28,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,17,17,"$50,000 - $74,999",,"(41.6410409880005, -99.36572062299967)",PA,PA1,Q047,VALUE,31,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,48.2,48.2,"Less than $15,000",,"(31.31266064400046, -92.44568007099969)",PA,PA1,Q047,VALUE,22,Income,"Less than $15,000",INC,INCLESS15
2020,2020,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.3,42.3,"Less than $15,000",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Income,"Less than $15,000",INC,INCLESS15
2020,2020,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,37.3,37.3,"$15,000 - $24,999",,"(42.82700103200045, -75.54397042699964)",PA,PA1,Q047,VALUE,36,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,27.9,27.9,"$15,000 - $24,999",,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q037,VALUE,10,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.5,37.5,"$50,000 - $74,999",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,VALUE,46,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.5,39.5,"$15,000 - $24,999",,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.5,14.5,"$75,000 or greater",,"(40.79373015200048, -77.86070029399963)",PA,PA1,Q047,VALUE,42,Income,"$75,000 or greater",INC,INC75PLUS
